# fofid            subhaloid        galaxyid        x            y            z           redshift      velx          vely          velz          g_sdss        r_sdss        i_sdss       
  62000300000028   62000300000606   3000069000853   56.20933     10.474353    28.376026   0.019932542   -345.88586    249.6804      97.886734     -18.75809     -19.612154    -19.99941    
  62000300000028   62000300000606   3000069000419   56.17447     10.45593     28.509102   0.019932542   -715.4787     -30.585299    -133.17307    99.0          99.0          99.0         
  62000300000003   62000300000189   3000045006471   54.43377     14.677401    24.395725   0.019932542   -124.92452    -376.8651     186.33264     -17.473686    -18.2213      -18.558607   
  62000300000003   62000300000188   3000045005947   54.108257    14.617499    23.36132    0.019932542   -710.9094     -230.02988    234.22968     99.0          99.0          99.0         
  62000300000003   62000300000188   3000045005362   54.395042    14.89542     22.956415   0.019932542   -91.31464     -95.268585    -138.30058    -13.581225    -14.135084    -14.375639   
  62000300000003   62000300000188   3000045004834   54.2651      14.099764    24.371214   0.019932542   -275.01007    204.69241     399.87207     -15.677639    -16.19348     -16.427467   
  62000300000003   62000300000188   3000045004417   53.83583     14.589492    23.66843    0.019932542   53.478527     -785.56604    448.07584     -17.130882    -17.913876    -18.272795   
  62000300000003   62000300000188   3000045003993   53.86794     14.3033495   23.680202   0.019932542   -283.99854    -365.17557    276.26633     -16.135088    -16.866379    -17.196766   
  62000300000003   62000300000188   3000045003532   54.648006    14.733639    24.46237    0.019932542   -259.51468    -26.867048    -221.22748    99.0          99.0          99.0         
  62000300000003   62000300000188   3000045003050   53.882626    14.309933    23.468979   0.019932542   -269.09515    542.42365     75.56521      -16.151764    -16.88873     -17.224611   
  62000300000018   62000300000486   3000058001401   38.25878     15.872298    20.231697   0.019932542   65.84462      -192.75075    371.63556     -17.954575    -18.741388    -19.098497   
  62000300000018   62000300000486   3000058000947   38.314552    15.732171    20.355467   0.019932542   -131.28888    131.79314     76.92803      -17.533937    -18.402681    -18.800304   
  62000500000009   62000500000244   5000056001565   61.484215    57.14585     43.109833   0.019932542   10.207645     262.3384      -144.0205     -16.139418    -16.897139    -17.246464   
  62000500000009   62000500000244   5000056001207   61.718105    57.024372    43.697006   0.019932542   81.18532      -68.02204     -269.24484    -14.9564905   -15.693815    -16.031744   
  62000500000009   62000500000244   5000056000765   61.931976    57.02232     43.521988   0.019932542   107.25903     112.29087     -453.77185    -15.927822    -16.71618     -17.079239   
  62000200000002   62000200000181   2000022006822   33.0801      40.714176    29.92613    0.019932542   102.30118     493.8799      45.704018     -17.25375     -18.015873    -18.359798   
  62000200000002   62000200000166   2000022006322   33.37645     40.937485    29.593431   0.019932542   -91.85567     158.74117     646.6587      -18.38664     -19.131845    -19.503857   
  62000500000001   62000500000065   5000048006193   60.1688      54.580933    56.672375   0.019932542   -86.147484    -277.12762    631.4422      -15.909134    -16.491316    -16.734756   
  62000500000001   62000500000065   5000048005849   60.23398     54.468273    56.775593   0.019932542   -130.3543     168.38953     328.31073     99.0          99.0          99.0         
  62000400000002   62000400000079   4000016002990   59.807377    9.808544     33.970493   0.019932542   -106.58703    305.82672     -458.73465    -15.055728    -15.349595    -15.487672   
  62000400000002   62000400000079   4000016002577   59.3895      9.575523     34.768112   0.019932542   -313.9226     276.32635     -152.30798    -16.409496    -17.18014     -17.54225    
  62000400000002   62000400000079   4000016001995   59.94744     8.897753     34.689636   0.019932542   26.395863     363.542       -268.86728    -15.234939    -15.756106    -15.993818   
  62000400000002   62000400000079   4000016001608   59.88575     8.863905     34.68732    0.019932542   66.35972      -41.911118    -134.69025    -13.58552     -14.186632    -14.447278   
  62000400000002   62000400000079   4000016001107   59.633907    9.54383      34.70607    0.019932542   -751.51825    188.88425     -343.65125    -14.7336645   -15.476643    -15.81544    
  62000300000001   62000300000117   3000043012292   42.178596    18.322392    12.528325   0.019932542   -619.211      577.3533      305.48682     -17.343058    -18.07452     -18.402855   
  62000300000005   62000300000251   3000046002194   32.506138    14.59062     22.6801     0.019932542   124.557526    634.45197     -348.3282     -16.16972     -16.702955    -16.955671   
  62000300000004   62000300000229   3000047005297   40.972885    17.156363    18.294529   0.019932542   -64.22502     -6.1809425    437.4709      -18.416048    -19.182808    -19.528746   
  62000400000004   62000400000117   4000018003183   47.41427     25.108088    33.105865   0.019932542   -355.58432    634.2642      64.43399      -18.886763    -19.710966    -20.080185   
  62000000000000   62000000000003   6687            6.636306     13.305665    24.77218    0.019932542   267.75458     304.7488      -110.52644    -18.966194    -19.74225     -20.090775   
  62000100000000   62000100000000   1000019006316   31.033972    54.541454    28.244059   0.019932542   -144.63089    402.89542     90.42479      -15.320425    -16.107048    -16.467161   
  62000100000000   62000100000000   1000019006742   32.22741     55.38832     28.125668   0.019932542   7.20737       91.67412      -487.4466     -16.391027    -16.822407    -17.019983   
  62000500000000   62000500000001   5000047005680   42.52126     61.016033    32.512417   0.019932542   -108.19278    -370.50848    39.304012     -15.294616    -16.060694    -16.409634   
  62000500000000   62000500000001   5000047006086   41.897472    61.111958    32.41575    0.019932542   -282.0416     -773.02905    -81.90748     -17.107622    -17.883142    -18.23478    
  62000500000000   62000500000001   5000047006579   41.886986    61.17339     32.56678    0.019932542   138.09953     -482.89438    -60.613647    -15.650197    -16.420038    -16.769154   
  62000000000000   62000000000017   8051            7.171887     12.73125     26.186052   0.019932542   221.71786     44.30248      367.71863     -17.084383    -17.807758    -18.13477    
  62000100000000   62000100000002   1000019011239   29.944342    56.020878    27.454906   0.019932542   659.5873      212.56357     186.56342     -14.759416    -15.519345    -15.865794   
  62000100000000   62000100000002   1000019011664   29.996708    56.354862    27.22317    0.019932542   625.00165     -463.71576    357.4581      -16.2079      -17.073257    -17.487045   
  62000100000000   62000100000002   1000019012186   30.451057    55.92223     27.800999   0.019932542   826.6398      -60.3555      381.4737      -13.904422    -14.554121    -14.840447   
  62000100000000   62000100000016   1000019016371   30.017668    56.52115     27.511456   0.019932542   81.78993      -483.93042    490.23358     -20.730751    -21.341614    -21.629381   
  62000100000000   62000100000018   1000019017506   31.16508     55.03262     27.991583   0.019932542   -3.2168405    221.00249     -332.71286    -14.782681    -15.524073    -15.861961   
  62000000000003   62000000000083   3000914         9.716367     30.42699     22.90393    0.019932542   145.5738      -156.1436     -69.540955    99.0          99.0          99.0         
  62000000000003   62000000000083   3001351         9.691024     30.744053    23.14462    0.019932542   -329.88358    -362.6617     169.91167     -15.996993    -16.744646    -17.084354   
  62000000000003   62000000000083   3001821         10.014953    30.427855    23.154497   0.019932542   -433.5842     -279.07608    636.8575      -14.741595    -15.523984    -15.892244   
  62000000000003   62000000000083   3002257         9.738476     30.74398     23.149876   0.019932542   -281.07343    284.18027     -323.24524    -17.743498    -18.543705    -18.913013   
  62000000000003   62000000000083   3002657         11.057578    31.064054    23.388268   0.019932542   22.335558     -76.08737     50.06122      -15.4849615   -16.108397    -16.393456   
  62000100000001   62000100000148   1000020017732   61.970837    56.858894    7.384626    0.019932542   180.05333     -40.45602     12.9389925    -16.080545    -16.855047    -17.211002   
  62000300000008   62000300000323   3000050003363   44.320053    18.928864    15.799905   0.019932542   -28.736776    -151.67839    -242.02002    -14.094513    -14.756672    -15.050109   
  62000300000026   62000300000587   3000067001748   55.90992     6.976426     31.714455   0.019932542   -126.7239     237.57152     -91.75232     -15.337242    -16.019125    -16.319866   
  62000300000026   62000300000587   3000067001097   56.190704    6.9308896    31.125183   0.019932542   -27.347973    343.10327     -378.9919     -16.333738    -17.117817    -17.477337   
  62000300000026   62000300000587   3000067000706   55.932255    6.8510675    30.704882   0.019932542   312.71194     99.05918      65.185936     -12.8817835   -13.453671    -13.700111   
  62000300000016   62000300000471   3000057002332   56.754017    11.033189    7.3829083   0.019932542   -46.602745    -243.83566    347.0008      -17.670269    -18.29317     -18.598446   
  62000000000003   62000000000083   3003588         9.842015     30.56569     23.173779   0.019932542   455.71893     -745.66034    -133.47977    -12.998932    -13.602007    -13.862903   
  62000500000008   62000500000231   5000055001721   51.321526    61.148533    47.2457     0.019932542   302.34833     106.01153     2.247385      -14.700664    -15.400829    -15.712664   
  62000500000008   62000500000231   5000055001276   50.61669     60.524757    46.407177   0.019932542   240.56773     -97.81302     -257.00937    -15.900258    -16.583048    -16.889828   
  62000500000008   62000500000231   5000055000871   50.996075    61.27987     46.522232   0.019932542   -717.7577     142.92763     -335.73843    -15.024041    -15.708641    -16.01634    
  62000300000017   62000300000478   3000059001222   56.47592     15.279107    3.8010092   0.019932542   -79.311745    -21.309319    -103.35188    -13.695178    -14.412641    -14.737894   
  62000300000017   62000300000478   3000059000822   56.67773     15.5859165   3.4827282   0.019932542   -35.385746    -37.852818    354.09738     99.0          99.0          99.0         
  62000300000018   62000300000504   3000058002928   38.190876    15.178124    20.380373   0.019932542   -73.791245    202.66219     -166.62575    -16.485197    -16.898354    -17.10919    
  62000200000003   62000200000195   2000023006333   54.72747     49.40307     27.667788   0.019932542   -585.8848     464.236       200.28363     -18.606833    -19.128334    -19.38678    
  62000100000000   62000100000000   1000019004904   31.566893    54.664536    28.107718   0.019932542   492.35226     535.31555     -58.833237    -15.863663    -16.697514    -17.090544   
  62000100000000   62000100000000   1000019004476   32.008583    55.13292     27.891108   0.019932542   -36.54272     593.95447     71.77932      -13.261946    -13.886634    -14.159279   
  62000100000000   62000100000000   1000019003898   31.455807    55.62228     27.24484    0.019932542   226.92769     224.58914     42.416553     -15.758708    -16.598898    -16.994013   
  62000100000000   62000100000000   1000019003103   31.134485    55.693485    27.417469   0.019932542   -453.14206    606.86005     425.29156     -15.728651    -16.39841     -16.69441    
  62000100000000   62000100000000   1000019002574   31.133373    54.506866    28.082815   0.019932542   50.404667     417.83447     -510.89514    -14.518266    -15.15887     -15.436507   
  62000100000000   62000100000000   1000019002092   31.294426    55.805286    28.022627   0.019932542   -473.6223     748.62585     127.93217     -15.39588     -16.11841     -16.443779   
  62000100000000   62000100000000   1000019001623   31.262182    55.510674    27.691444   0.019932542   13.2042       316.9985      -117.79323    -16.153229    -16.90396     -17.244621   
  62000100000000   62000100000000   1000019001161   31.431076    55.441772    27.689108   0.019932542   152.78648     138.15486     -394.14554    -14.113618    -14.827452    -15.154314   
  62000400000000   62000400000015   4000014013845   58.55196     13.692094    32.58581    0.019932542   414.649       -133.05894    -450.61356    -18.265713    -19.064545    -19.426355   
  62000400000000   62000400000002   4000014011980   59.06504     13.431838    34.651257   0.019932542   -65.878174    -463.20953    -399.3073     -20.106567    -20.895235    -21.251976   
  62000400000000   62000400000000   4000014009140   58.657238    12.896975    33.269924   0.019932542   -230.34247    -308.35233    146.12888     -16.752272    -17.531263    -17.888613   
  62000400000000   62000400000000   4000014008612   58.762054    13.1372595   33.342358   0.019932542   558.7854      -217.26845    76.40017      -17.249678    -18.110765    -18.517181   
  62000400000000   62000400000000   4000014008168   59.954712    12.382062    32.97882    0.019932542   30.731365     -127.526596   -337.43887    99.0          99.0          99.0         
  62000400000000   62000400000000   4000014007674   58.034046    13.095484    33.992714   0.019932542   -31.356586    -167.56966    15.611945     -15.408526    -16.195005    -16.55939    
  62000400000000   62000400000000   4000014007282   58.770187    13.114991    33.285557   0.019932542   16.64166      127.627       214.8144      -13.991702    -14.685664    -14.997584   
  62000400000000   62000400000000   4000014005697   58.93426     13.824773    33.447136   0.019932542   -48.439957    127.48594     -85.45266     -17.433887    -18.159698    -18.499344   
  62000400000000   62000400000000   4000014005266   58.942894    13.253971    33.466984   0.019932542   156.83607     234.75752     -67.783264    -18.179457    -19.012503    -19.397064   
  62000400000000   62000400000000   4000014004867   58.86303     12.917439    34.17906    0.019932542   305.37308     -427.52228    64.87307      -16.223831    -16.795063    -17.05559    
  62000400000000   62000400000000   4000014004182   58.35439     13.252495    33.12529    0.019932542   294.5931      -311.74966    249.85107     -15.096006    -15.862273    -16.211725   
  62000400000000   62000400000000   4000014003746   58.852776    13.653743    31.915573   0.019932542   3.717845      -511.29425    -246.56146    -14.32986     -14.976588    -15.259589   
  62000400000000   62000400000000   4000014003325   57.932217    12.860759    32.891808   0.019932542   -96.116325    -286.0959     47.012314     -15.316291    -15.977582    -16.271544   
  62000400000000   62000400000000   4000014002852   58.833187    13.074314    33.412342   0.019932542   302.36942     -155.96327    -37.195946    -14.180626    -14.8306      -15.116325   
  62000400000000   62000400000000   4000014002440   58.37636     12.902236    33.426636   0.019932542   81.88167      -495.4483     248.92651     -17.240955    -18.11536     -18.530363   
  62000400000000   62000400000000   4000014002025   58.928833    13.164198    33.47057    0.019932542   -171.63199    -614.62415    718.7497      -14.699742    -15.306898    -15.57487    
  62000400000000   62000400000000   4000014001650   58.75175     13.169311    33.233585   0.019932542   -644.6121     -238.80783    -611.4664     -13.239796    -13.907304    -14.205986   
  62000300000001   62000300000128   3000043013047   42.472862    17.70946     12.369611   0.019932542   221.57953     -545.7528     228.99739     -17.87991     -18.558071    -18.857935   
  62000300000001   62000300000122   3000043012473   41.856277    19.261522    11.961744   0.019932542   326.85266     -517.6533     964.5412      -13.362851    -13.85341     -14.069948   
  62000200000006   62000200000267   2000026003676   59.682465    39.742844    14.907895   0.019932542   -596.14996    44.19065      257.16296     -16.875484    -17.643055    -17.992664   
  62000100000001   62000100000091   1000020012607   61.67243     56.965755    4.7644277   0.019932542   -512.59174    248.78728     477.7446      -16.385542    -17.185581    -17.553999   
  62000600000001   62000600000092   6000034007824   28.358007    42.86743     35.625908   0.019932542   594.69165     99.840485     -716.20435    -16.836643    -17.569159    -17.910059   
  62000300000003   62000300000210   3000045008966   53.625374    14.463282    24.666162   0.019932542   207.81355     -397.40387    209.74466     -17.723396    -18.33898     -18.602327   
  62000300000017   62000300000478   3000059002029   56.202652    15.304496    3.993689    0.019932542   -83.302155    -14.670655    -165.0075     -15.575258    -16.449066    -16.866709   
  62000000000003   62000000000083   3001988         9.8789425    30.447033    23.310635   0.019932542   -311.6169     -530.691      -33.34979     -15.088662    -15.78709     -16.100443   
  62000000000003   62000000000083   3002449         9.511726     30.582602    22.924017   0.019932542   58.707546     -8.431406     -97.49805     99.0          99.0          99.0         
  62000200000000   62000200000061   2000020022091   33.073063    59.71468     29.498438   0.019932542   145.8546      127.23866     -496.7151     -17.190296    -17.932665    -18.263922   
  62000300000013   62000300000428   3000054001446   37.596134    12.080932    22.027693   0.019932542   -328.6845     683.47375     -222.16693    -14.180871    -14.887504    -15.206675   
  62000600000004   62000600000143   6000037004353   30.01683     45.154564    43.742874   0.019932542   407.8869      44.40471      149.86345     -14.19084     -14.83477     -15.115568   
  62000300000002   62000300000185   3000044011430   45.67143     23.227514    15.777744   0.019932542   -139.15373    558.8166      -595.27795    -16.496216    -17.182213    -17.48721    
  62000300000005   62000300000251   3000046001071   32.622406    14.865555    22.259665   0.019932542   7.5592093     -26.433525    255.35051     -15.395477    -16.170761    -16.528162   
  62000300000005   62000300000251   3000046001553   33.037838    14.994377    22.14042    0.019932542   44.651344     77.55027      -77.72062     -17.492693    -18.307127    -18.683077   
  62000300000005   62000300000251   3000046001944   32.81192     14.491506    22.260345   0.019932542   474.37717     527.5262      -79.35561     -17.613396    -18.4004      -18.762983   
  62000500000000   62000500000001   5000047005859   42.0193      61.19294     32.339508   0.019932542   21.395937     -298.0323     -693.3156     99.0          99.0          99.0         
  62000500000000   62000500000001   5000047006285   41.961327    61.421432    32.219334   0.019932542   204.47234     -495.77747    174.68039     -16.042437    -16.793873    -17.134922   
  62000500000000   62000500000001   5000047006791   41.930122    61.45373     32.61976    0.019932542   -133.65845    -628.1005     0.50065106    -17.54264     -18.303806    -18.647198   
  62000000000003   62000000000083   3001088         9.848174     30.445179    22.985342   0.019932542   -10.148444    165.9052      529.882       -15.315045    -16.085415    -16.438358   
  62000000000003   62000000000083   3001556         10.150208    30.481419    23.420788   0.019932542   -194.03961    -50.667084    -307.8083     -12.935034    -13.424891    -13.639975   
  62000100000000   62000100000000   1000019006467   32.187943    55.215652    27.751484   0.019932542   385.45358     873.3751      -464.39038    -14.524998    -15.227624    -15.541523   
  62000100000000   62000100000000   1000019006911   31.002474    56.338406    27.857634   0.019932542   -316.50232    511.90582     -119.20009    99.0          99.0          99.0         
  62000100000000   62000100000002   1000019011423   30.003082    56.269085    27.30498    0.019932542   390.6277      -366.3049     452.01904     -14.939887    -15.63097     -15.940031   
  62000100000000   62000100000002   1000019011839   30.119715    56.44649     27.27804    0.019932542   586.2875      44.77587      878.403       -17.119272    -17.974195    -18.372856   
  62000100000000   62000100000018   1000019017663   31.295332    55.24651     27.799656   0.019932542   347.59375     61.793167     276.37717     -15.108281    -15.833334    -16.16243    
  62000200000001   62000200000138   2000021010396   54.890625    39.02666     16.344887   0.019932542   379.9779      -293.39734    644.66693     -16.828445    -17.038424    -17.163172   
  62000300000004   62000300000242   3000047006820   40.64569     16.930004    18.977272   0.019932542   -50.720863    -110.66052    303.91516     -17.58988     -18.199131    -18.474974   
  62000200000002   62000200000145   2000022001175   32.8955      41.174335    30.50163    0.019932542   -201.4628     30.821545     99.35982      -14.577124    -15.301609    -15.629758   
  62000200000002   62000200000145   2000022001609   32.96361     41.134422    30.541056   0.019932542   125.0574      446.6957      -493.64798    -18.383816    -19.186806    -19.553751   
  62000200000002   62000200000145   2000022002068   33.041103    41.076584    30.828297   0.019932542   226.19292     -98.19228     -220.04053    -15.5672      -16.234694    -16.52717    
  62000300000004   62000300000229   3000047005000   40.955723    17.101395    18.372957   0.019932542   -406.83658    -464.21298    755.1537      -13.531302    -14.187122    -14.477345   
  62000000000000   62000000000001   6228            7.318366     12.025505    26.935925   0.019932542   -283.88242    -26.34311     27.15877      -16.173277    -16.891304    -17.214373   
  62000100000000   62000100000000   1000019006098   31.361536    55.493534    27.738888   0.019932542   -481.99997    534.2766      69.2544       -12.385325    -12.93025     -13.164248   
  62000600000001   62000600000062   6000034006149   28.817526    42.23295     35.52859    0.019932542   -116.56214    0.840057      -199.27094    -14.6891985   -15.215204    -15.45139    
  62000300000026   62000300000587   3000067001832   56.20692     7.290654     30.892897   0.019932542   -131.02054    667.65295     -371.62823    -16.615284    -16.95059     -17.107048   
  62000300000026   62000300000587   3000067001212   55.302315    7.2548137    31.15939    0.019932542   150.12746     67.148186     1.5302417     -14.758375    -15.468882    -15.789279   
  62000300000026   62000300000587   3000067000796   56.109795    7.109154     31.061333   0.019932542   -101.67941    -50.910595    421.39645     -14.296893    -14.974264    -15.279297   
  62000000000003   62000000000083   3003693         9.380524     30.203371    22.674753   0.019932542   71.43207      -419.13788    -110.34769    -15.585179    -16.326777    -16.662394   
  62000500000008   62000500000231   5000055001387   50.927113    61.206856    46.63039    0.019932542   178.33722     -37.299484    -446.7278     -17.244366    -18.0666      -18.45128    
  62000500000008   62000500000231   5000055000981   50.984478    61.195747    46.38658    0.019932542   361.33228     64.38706      -584.3559     -15.392474    -16.009987    -16.284128   
  62000300000017   62000300000478   3000059002131   56.096       15.016759    3.7876463   0.019932542   -52.161392    -109.99377    4.1172304     -14.702915    -15.394257    -15.704843   
  62000300000017   62000300000478   3000059001329   56.691402    15.23229     3.7064703   0.019932542   88.22112      105.69886     404.70166     -14.393626    -15.174628    -15.539456   
  62000300000017   62000300000478   3000059000899   56.40842     15.235147    3.645175    0.019932542   77.30794      42.299862     -195.77504    -15.1295185   -15.890239    -16.235962   
  62000300000017   62000300000478   3000059000001   56.693157    15.200425    3.8416593   0.019932542   -126.29125    -37.65097     99.12734      -20.920753    -21.737274    -22.10432    
  62000500000007   62000500000220   5000053002824   0.18610889   61.14635     42.76758    0.019932542   222.76344     -233.95314    -395.51376    -19.10045     -19.897165    -20.258583   
  62000500000000   62000500000010   5000047010596   42.415535    61.41031     32.681664   0.019932542   -854.5785     -259.77325    -350.83096    -14.167691    -14.83906     -15.138916   
  62000100000000   62000100000000   1000019005029   31.774298    55.33557     27.875643   0.019932542   -337.7813     935.83203     -97.49516     -17.532804    -18.324001    -18.68657    
  62000100000000   62000100000000   1000019004583   31.54712     55.48354     27.79125    0.019932542   269.88635     154.19188     -140.17453    -15.883147    -16.612759    -16.943636   
  62000100000000   62000100000000   1000019004013   30.339962    55.733692    26.833647   0.019932542   71.18562      775.4662      -114.867004   -14.451151    -15.0977545   -15.380743   
  62000100000000   62000100000000   1000019003213   31.795088    55.086967    27.885862   0.019932542   111.43358     877.4241      -157.47556    -21.289236    -22.105986    -22.472855   
  62000100000000   62000100000000   1000019002673   31.379728    55.166115    27.34208    0.019932542   -236.22891    453.74377     -389.85788    -15.220109    -15.952301    -16.282415   
  62000100000000   62000100000000   1000019002195   30.882006    55.49506     28.021378   0.019932542   -420.9749     766.5934      140.37381     -16.403496    -17.18934     -17.549953   
  62000100000000   62000100000000   1000019001761   31.146353    55.24721     27.749052   0.019932542   -450.2109     1049.6241     294.8012      -14.323725    -15.036216    -15.36323    
  62000100000000   62000100000000   1000019001267   31.465115    55.295467    27.828943   0.019932542   -258.15695    0.7077645     -213.3959     -15.126891    -15.849898    -16.176378   
  62000400000000   62000400000002   4000014012332   59.227448    13.462177    34.781715   0.019932542   48.99331      -378.44864    -463.14526    -14.741227    -15.279829    -15.520797   
  62000400000000   62000400000000   4000014009306   59.200817    12.997644    33.96981    0.019932542   99.9137       -444.73657    -48.592587    -16.34723     -17.16179     -17.544283   
  62000400000000   62000400000000   4000014008742   58.48888     13.33491     33.276615   0.019932542   -451.9063     -371.6639     -262.0731     -15.180181    -15.932434    -16.273256   
  62000400000000   62000400000000   4000014008242   59.400173    13.233053    33.547153   0.019932542   507.95596     -77.03488     -114.71554    -15.857998    -16.55663     -16.871185   
  62000400000000   62000400000000   4000014007808   59.12454     12.879433    33.798058   0.019932542   -129.48213    -70.49253     -215.14351    -14.758523    -15.466406    -15.788177   
  62000400000000   62000400000000   4000014007389   59.54987     13.132855    34.075462   0.019932542   -48.55203     -225.13882    149.3746      99.0          99.0          99.0         
  62000400000000   62000400000000   4000014005804   58.97698     12.929891    33.22691    0.019932542   -217.91165    74.75761      -101.8406     -17.0053      -17.769796    -18.113361   
  62000400000000   62000400000000   4000014005385   59.27146     12.927628    32.726006   0.019932542   493.8006      -77.95831     -474.19095    -15.017668    -15.648184    -15.918502   
  62000400000000   62000400000000   4000014004985   58.893307    13.41714     33.532516   0.019932542   56.09293      -24.866053    -996.11066    99.0          99.0          99.0         
  62000400000000   62000400000000   4000014004333   58.467186    12.855262    32.473015   0.019932542   -10.0352955   -336.65225    -46.06068     -18.076027    -18.885662    -19.260221   
  62000400000000   62000400000000   4000014003835   58.91206     13.497758    33.113216   0.019932542   118.39665     477.7284      46.62146      99.0          99.0          99.0         
  62000400000000   62000400000000   4000014003435   58.85446     13.243966    33.547527   0.019932542   5.217649      -389.70987    -269.65842    -15.071293    -15.787267    -16.109985   
  62000400000000   62000400000000   4000014002967   58.723545    12.6822405   33.26135    0.019932542   -154.79471    -336.58688    -371.5343     -14.917163    -15.731472    -16.112417   
  62000400000000   62000400000000   4000014002530   57.783287    12.526331    33.641068   0.019932542   167.62808     57.5992       -360.15845    -14.486675    -15.180459    -15.490926   
  62000400000000   62000400000000   4000014002124   58.694324    13.096761    33.504074   0.019932542   990.43115     -188.44371    158.96086     -14.562317    -15.226007    -15.520828   
  62000400000000   62000400000000   4000014001744   59.039894    13.114245    33.398624   0.019932542   360.36066     -476.99115    -586.1378     -15.403327    -16.045795    -16.330185   
  62000100000001   62000100000094   1000020013329   61.964424    56.562588    6.6844068   0.019932542   -14.462791    512.95483     -496.06284    -14.328195    -15.020203    -15.330361   
  62000600000006   62000600000173   6000033006588   1.7130462    62.197815    40.777905   0.019932542   -52.767357    146.04472     -334.94736    99.0          99.0          99.0         
  62000200000001   62000200000110   2000021002052   55.203205    38.113796    16.633223   0.019932542   -500.03708    -591.02924    372.29294     99.0          99.0          99.0         
  62000200000001   62000200000110   2000021002502   55.1267      38.506924    16.495804   0.019932542   47.04765      -404.20715    -173.49486    -17.135782    -17.88872     -18.230125   
  62000300000011   62000300000399   3000052002690   49.18879     15.803217    17.984167   0.019932542   -333.16495    -408.26697    -343.19678    -18.912489    -19.719084    -20.087006   
  62000600000003   62000600000131   6000036005220   29.048462    31.106436    48.49448    0.019932542   313.1478      -45.814762    305.47336     -16.05413     -16.739323    -17.03782    
  62000600000004   62000600000140   6000037002095   30.195387    43.73414     44.26396    0.019932542   -78.14647     71.442085     -499.91006    -15.046819    -15.645583    -15.914338   
  62000600000004   62000600000140   6000037002570   29.882423    44.387363    44.50074    0.019932542   321.1249      276.85046     -568.31085    -15.554136    -16.347744    -16.71413    
  62000600000004   62000600000140   6000037003415   29.97476     44.67686     44.533207   0.019932542   258.91708     -423.41946    -809.70013    -14.99096     -15.391476    -15.570647   
  62000300000003   62000300000188   3000045002570   54.34931     14.106787    23.960512   0.019932542   -571.20935    120.58364     -119.49987    -14.470963    -15.192161    -15.519012   
  62000300000003   62000300000188   3000045002113   53.7114      14.531683    23.52067    0.019932542   -150.33481    -262.20288    -770.6018     -14.285068    -15.005472    -15.331284   
  62000300000003   62000300000188   3000045001641   53.890038    14.587375    23.643482   0.019932542   440.96048     75.26745      -766.34406    -13.967442    -14.624373    -14.915193   
  62000300000005   62000300000254   3000046004990   32.94143     14.801598    22.219515   0.019932542   240.16411     -124.914505   113.62933     -19.95161     -20.768312    -21.149015   
  62000100000000   62000100000046   1000019019326   31.723984    55.911037    27.843256   0.019932542   454.28183     -243.07607    -742.02356    -17.128096    -17.37005     -17.503132   
  62000200000013   62000200000345   2000032000370   57.29873     37.767597    16.506865   0.019932542   -556.7539     -43.005814    -237.16277    -14.067714    -14.762649    -15.0741205  
  62000200000013   62000200000345   2000032000752   57.75404     37.893314    16.495687   0.019932542   -170.7419     19.74677      108.938095    -16.370436    -17.072916    -17.386633   
  62000200000001   62000200000110   2000021003064   55.479275    38.47637     16.301125   0.019932542   567.8284      -341.3128     119.23712     -17.720793    -18.503386    -18.861992   
  62000200000001   62000200000110   2000021004558   55.17065     38.333565    16.384521   0.019932542   24.95194      774.46564     110.64751     -14.945425    -15.66002     -15.983581   
  62000200000001   62000200000110   2000021005040   55.21312     38.030632    16.490791   0.019932542   -160.29785    350.84283     165.42711     -16.425817    -17.181263    -17.52419    
  62000200000001   62000200000110   2000021005471   54.93741     37.80882     16.586079   0.019932542   -297.69336    -440.47687    313.8915      -14.385215    -15.051477    -15.346755   
  62000200000001   62000200000110   2000021005877   55.39816     38.01797     16.913168   0.019932542   88.39058      -195.23009    381.86002     -14.016178    -14.564557    -14.802673   
  62000200000001   62000200000110   2000021006411   55.54363     38.030544    16.740341   0.019932542   -263.89554    -69.05146     339.26074     -15.678116    -16.352894    -16.648523   
  62000300000006   62000300000277   3000049000888   43.93361     27.446222    15.701112   0.019932542   139.41585     -575.2525     -126.40788    -15.90874     -16.66554     -17.011335   
  62000200000001   62000200000110   2000021002699   54.944035    37.92905     16.92033    0.019932542   -168.52179    293.02295     330.99902     -13.83779     -14.389794    -14.627934   
  62000600000006   62000600000173   6000033006072   1.0088291    62.382446    41.316536   0.019932542   14.142398     262.40817     -676.23444    -18.014448    -18.805426    -19.165369   
  62000200000001   62000200000110   2000021001086   55.273712    38.259518    16.415571   0.019932542   -168.30997    -1007.8595    -141.06544    -11.108415    -11.652851    -11.88726    
  62000200000001   62000200000110   2000021001556   55.10504     38.21906     16.3271     0.019932542   -107.582245   319.56155     33.24201      -17.451992    -18.24995     -18.615175   
  62000600000004   62000600000140   6000037003056   30.19383     44.881752    44.21788    0.019932542   273.92093     556.102       -457.42264    -15.569613    -16.309383    -16.645544   
  62000000000006   62000000000153   6003284         17.032156    5.400221     28.439331   0.019932542   -147.79779    484.07153     141.25499     -17.075542    -17.853874    -18.207848   
  62000000000010   62000000000203   8001303         25.878784    22.703918    24.507797   0.019932542   113.7084      189.69554     402.94083     -13.012682    -13.624116    -13.89091    
